,Board Name,Board Type,School Type,School Level,School Language,Grade Range,City,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Avg_EQAO,Avg_change_EQAO,Avg_age_aggr,Age_0to14yrs_aggr,Age_15to64yrs_aggr,Age_65+yrs_aggr,Avg_household_size_aggr,Perc_Dwelling_Single-detached house_aggr,Perc_Dwelling_Apartment_aggr,Perc_Dwelling_Otherattached_aggr,Perc_MaritalStatus_Married_aggr,Perc_MaritalStatus_NotMarried_aggr,Perc_KnowledgeofOfficialLanguage_EnglishOnly_aggr,Perc_KnowledgeofOfficialLanguage_FrenchOnly_aggr,Perc_KnowledgeofOfficialLanguage_both_aggr,Perc_KnowledgeofOfficialLanguage_none_aggr,Perc_Canadian citizens_aggr,Perc_NotCanadianCitizens_aggr,Perc_Immigration_Non-immigrants_aggr,Perc_Immigration_Immigrants_aggr,Perc_Immigration_Non-permanent residents_aggr,Perc_Immigration_SelectedPlacesBirth_Americas_aggr,Perc_Immigration_SelectedPlacesBirth_Europe_aggr,Perc_Immigration_SelectedPlacesBirth_Africa_aggr,Perc_Immigration_SelectedPlacesBirth_Asia_aggr,Perc_Immigration_SelectedPlacesBirth_Oceania_Other_aggr,Perc_Housing_Owner_aggr,Perc_Housing_Renter_aggr,Perc_Housing_BandHousing_aggr,Perc_EthnicOrigin_NorthAmericanAboriginal_aggr,Perc_EthnicOrigin_OtherNorthAmerican_aggr,Perc_EthnicOrigin_European_aggr,Perc_EthnicOrigin_Caribbean_aggr,Perc_EthnicOrigin_LatinCentralSouthAmerican_aggr,Perc_EthniOrigin_African_aggr,Perc_EthnicOrigin_Oceania_aggr,Perc_Education_No certificateDiplomaDegree_aggr,Perc_Education_Secondary(high)SchoolDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_ApprenticeshipTradesCertificateDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_CollegeCEGEPOtherNon-universityCertificateDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_UniversityCertificateDiplomaBelowBachelorLevel_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_UniversityCertificateDiplomaDegreeBachelorLevelAbove_aggr,Perc_Labour_InLabourForce_Employed_aggr,Perc_Labour_InLabourForce_Unemployed_aggr,Perc_Labour_NotInLabourForce_aggr,EQAO_Class
1846,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Peterborough,1135.0,5.1,99.7,2.5,2.6,30.2,0.0,15.0,31.4,58.666666666666664,-16.0,51.824999999999996,11.85,50.175,38.15,2.0999999999999996,50.993377483443716,0.0,49.00662251655629,55.51782682512734,44.48217317487266,91.89602446483181,0.0,7.951070336391437,0.1529051987767584,98.41772151898735,1.5822784810126582,90.50632911392405,9.177215189873419,0.31645569620253167,15.0,60.0,0.0,21.666666666666668,3.3333333333333335,74.50331125827815,25.496688741721858,0.0,4.973118279569892,29.166666666666668,65.32258064516128,0.5376344086021506,0.0,0.0,0.0,14.181818181818182,26.727272727272727,8.181818181818182,26.90909090909091,2.0,22.0,43.81818181818182,4.0,52.18181818181819,Bad
1847,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Bowmanville,327.0,0.0,100.0,0.0,0.0,26.2,0.0,11.3,29.8,59.5,11.666666666666666,41.275,14.225000000000001,69.275,16.175,2.25,54.347826086956516,5.434782608695652,40.21739130434783,49.72527472527473,50.27472527472527,93.88235294117648,0.0,5.88235294117647,0.2352941176470588,98.2587064676617,1.7412935323383085,93.01745635910224,6.982543640897755,0.0,20.689655172413794,65.51724137931035,0.0,13.793103448275861,0.0,66.4804469273743,33.5195530726257,0.0,5.179282868525896,36.65338645418327,55.17928286852589,1.593625498007968,0.5976095617529881,0.796812749003984,0.0,26.392961876832842,26.099706744868033,10.263929618768328,28.445747800586513,1.1730205278592376,7.624633431085044,57.647058823529406,7.352941176470589,35.0,Bad
1848,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Warsaw,120.0,0.0,100.0,0.0,0.0,18.3,0.0,11.9,25.5,63.0,0.0,43.025000000000006,16.675,64.475,19.075,2.625,98.30508474576271,0.0,1.694915254237288,70.28423772609818,29.71576227390181,93.77682403433477,0.0,6.223175965665236,0.0,99.55156950672645,0.4484304932735426,95.9731543624161,4.026845637583892,0.0,16.666666666666664,66.66666666666666,0.0,8.333333333333332,8.333333333333332,93.14285714285714,6.857142857142858,0.0,3.793103448275862,30.862068965517242,63.275862068965516,0.3448275862068966,0.8620689655172413,0.0,0.8620689655172413,17.027027027027028,26.756756756756754,7.567567567567568,27.297297297297295,2.7027027027027026,18.64864864864865,62.16216216216216,5.9459459459459465,31.891891891891895,Fair
1849,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Bowmanville,350.0,0.0,100.0,0.0,0.0,20.5,0.0,9.6,20.4,59.5,5.0,39.1,18.450000000000003,66.0,16.099999999999998,2.9000000000000004,55.08474576271186,0.0,44.91525423728814,59.7864768683274,40.213523131672595,94.44444444444444,0.0,5.555555555555555,0.0,98.75389408099689,1.2461059190031152,91.3312693498452,8.6687306501548,0.0,17.24137931034483,62.06896551724138,0.0,20.689655172413794,0.0,92.37288135593221,7.627118644067797,0.0,3.2828282828282833,27.525252525252526,64.8989898989899,2.0202020202020203,0.5050505050505051,1.2626262626262625,0.5050505050505051,20.224719101123593,27.715355805243448,7.490636704119851,31.46067415730337,0.7490636704119851,12.359550561797752,59.541984732824424,7.633587786259542,32.82442748091603,Bad
1850,Kawartha Pine Ridge DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Peterborough,528.0,4.5,100.0,0.0,0.0,11.5,3.2,10.0,51.8,63.5,-5.666666666666667,48.95,13.35,57.5,29.150000000000002,2.575,94.81481481481482,0.0,5.185185185185185,60.16949152542372,39.83050847457627,86.8945868945869,0.0,13.105413105413104,0.0,99.46808510638297,0.5319148936170213,90.45092838196287,9.018567639257293,0.5305039787798408,32.432432432432435,45.94594594594595,5.405405405405405,16.216216216216218,0.0,91.91176470588235,8.088235294117647,0.0,3.5398230088495577,27.654867256637168,67.47787610619469,0.8849557522123894,0.0,0.4424778761061947,0.0,11.838006230529595,25.233644859813083,5.29595015576324,27.102803738317753,0.6230529595015576,29.906542056074763,56.52173913043478,6.211180124223603,37.267080745341616,Fair
1851,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Kenora,528.0,0.0,100.0,0.0,0.0,29.5,0.0,9.3,29.2,65.0,14.333333333333334,41.300000000000004,18.775,62.875,18.325,2.375,76.66666666666667,0.0,23.333333333333332,53.31491712707182,46.68508287292818,93.60189573459715,0.0,6.398104265402843,0.0,98.12646370023418,1.873536299765808,93.24009324009323,6.75990675990676,0.0,21.428571428571427,35.714285714285715,0.0,42.857142857142854,0.0,75.5813953488372,24.418604651162788,0.0,19.17562724014337,21.50537634408602,58.78136200716846,0.0,0.5376344086021506,0.0,0.0,22.916666666666664,32.44047619047619,5.952380952380952,24.404761904761905,1.488095238095238,12.797619047619047,61.60714285714286,6.845238095238096,31.547619047619047,Fair
1855,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Dryden,642.0,1.9,99.8,0.0,0.0,24.6,0.0,9.5,25.4,60.666666666666664,-1.3333333333333333,44.525,15.025,62.2,23.6,2.15,75.28735632183908,0.0,24.71264367816092,53.39506172839506,46.60493827160494,93.26145552560648,0.0,6.738544474393531,0.0,98.44559585492227,1.5544041450777202,94.02597402597402,5.454545454545454,0.5194805194805194,34.61538461538461,30.76923076923077,7.6923076923076925,26.923076923076923,0.0,62.35955056179775,37.640449438202246,0.0,13.305613305613306,28.06652806652807,57.7962577962578,0.4158004158004158,0.0,0.4158004158004158,0.0,21.32132132132132,30.630630630630627,7.5075075075075075,27.627627627627625,2.4024024024024024,10.51051051051051,55.15151515151515,3.939393939393939,40.909090909090914,Fair
1856,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Ear Falls,115.0,0.0,100.0,0.0,0.0,16.5,0.0,0.0,36.7,42.333333333333336,6.666666666666667,28.675,14.975,48.875,10.95,1.8499999999999999,76.19047619047619,0.0,23.809523809523807,61.49425287356321,38.50574712643678,93.42723004694837,0.0,6.572769953051644,0.0,97.38219895287958,2.6178010471204187,95.23809523809523,4.761904761904762,0.0,44.44444444444444,55.55555555555556,0.0,0.0,0.0,67.05882352941175,27.058823529411764,5.88235294117647,19.732441471571907,32.441471571906355,47.82608695652174,0.0,0.0,0.0,0.0,29.936305732484076,30.573248407643312,17.8343949044586,16.560509554140125,0.0,5.095541401273886,70.25316455696202,6.329113924050633,23.417721518987342,Bad
1857,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Kenora,163.0,0.0,100.0,0.0,0.0,16.5,0.0,21.9,20.7,46.666666666666664,12.333333333333334,42.650000000000006,16.599999999999998,64.44999999999999,19.1,2.275,73.09941520467837,0.5847953216374269,26.31578947368421,51.470588235294116,48.529411764705884,94.25587467362925,0.0,5.7441253263707575,0.0,97.22222222222221,2.7777777777777777,91.47869674185463,8.020050125313283,0.5012531328320802,13.333333333333334,30.0,0.0,56.666666666666664,0.0,69.27710843373494,30.72289156626506,0.0,16.796875,22.65625,59.9609375,0.0,0.5859375,0.0,0.0,22.0125786163522,36.477987421383645,5.9748427672955975,20.440251572327046,1.5723270440251573,13.522012578616351,62.57861635220125,6.918238993710692,30.50314465408805,Bad
1858,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Balmertown,181.0,0.0,100.0,0.0,0.0,6.0,0.0,0.0,36.9,58.833333333333336,-10.166666666666666,37.599999999999994,16.825000000000003,72.77499999999999,10.7,2.45,85.97560975609755,0.0,14.02439024390244,68.84272997032642,31.15727002967359,92.0,0.0,8.0,0.0,97.01492537313433,2.9850746268656714,90.32258064516128,9.181141439205955,0.49627791563275436,24.324324324324326,43.24324324324324,10.81081081081081,21.62162162162162,0.0,78.61635220125787,21.38364779874214,0.0,14.754098360655737,25.318761384335154,57.74134790528234,0.0,1.092896174863388,1.092896174863388,0.0,17.737003058103976,25.382262996941897,12.232415902140673,23.547400611620795,3.058103975535168,18.04281345565749,70.69486404833837,5.438066465256798,23.867069486404834,Bad
1859,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Ignace,96.0,0.0,100.0,0.0,0.0,20.8,0.0,15.6,0.0,51.666666666666664,0.0,46.95,11.85,64.25,24.25,2.075,93.7062937062937,0.0,6.293706293706294,62.97709923664122,37.02290076335878,88.33333333333333,0.0,11.333333333333332,0.33333333333333337,98.67549668874173,1.3245033112582782,94.6843853820598,5.3156146179401995,0.0,22.22222222222222,55.55555555555556,22.22222222222222,0.0,0.0,85.1063829787234,14.893617021276595,0.0,12.596401028277635,28.53470437017995,56.81233933161953,1.0282776349614395,0.0,1.0282776349614395,0.0,34.90196078431372,27.450980392156865,10.980392156862745,17.647058823529413,1.5686274509803921,7.450980392156863,46.42857142857143,6.746031746031746,46.82539682539682,Bad
1862,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Kenora,234.0,0.0,100.0,0.0,0.0,10.6,0.0,12.1,30.3,51.833333333333336,4.666666666666667,43.95,14.100000000000001,65.55,20.349999999999998,2.0,74.13793103448276,3.4482758620689653,22.413793103448278,50.33333333333333,49.666666666666664,92.28571428571428,0.0,6.857142857142858,0.8571428571428572,97.73371104815864,2.26628895184136,94.0340909090909,5.3977272727272725,0.5681818181818182,24.0,24.0,16.0,28.000000000000004,8.0,62.71186440677966,37.28813559322034,0.0,14.255765199161424,24.31865828092243,59.11949685534591,0.0,0.41928721174004197,1.4675052410901468,0.41928721174004197,21.794871794871796,34.294871794871796,8.012820512820513,22.115384615384613,1.6025641025641024,12.179487179487179,63.49206349206349,3.1746031746031744,33.33333333333333,Bad
1864,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Dryden,340.0,0.0,100.0,0.0,0.0,13.5,0.0,16.0,23.3,60.833333333333336,-9.333333333333334,44.575,14.174999999999999,63.05,22.875,2.15,65.07936507936508,0.0,34.92063492063492,49.447513812154696,50.552486187845304,94.68599033816425,0.0,5.072463768115942,0.24154589371980675,98.18652849740933,1.8134715025906734,92.16710182767625,7.049608355091384,0.7832898172323759,25.925925925925924,51.85185185185185,0.0,22.22222222222222,0.0,55.080213903743314,44.919786096256686,0.0,16.56441717791411,27.402862985685072,54.601226993865026,0.408997955010225,0.0,1.0224948875255624,0.0,24.702380952380953,30.654761904761905,10.119047619047619,23.809523809523807,2.380952380952381,8.333333333333332,60.06006006006006,3.903903903903904,36.03603603603604,Fair
1865,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Dryden,369.0,3.0,100.0,0.0,0.0,14.9,0.0,17.7,22.3,66.33333333333333,3.8333333333333335,44.37499999999999,14.65,61.775000000000006,23.075,2.1999999999999997,62.23404255319149,0.0,37.765957446808514,55.61797752808989,44.38202247191011,92.00968523002422,0.0,7.990314769975787,0.0,98.6013986013986,1.3986013986013985,94.17249417249417,5.361305361305361,0.4662004662004662,24.0,56.00000000000001,8.0,12.0,0.0,60.62176165803109,39.37823834196891,0.0,18.82770870337478,25.932504440497333,54.35168738898757,0.0,0.5328596802841918,0.3552397868561279,0.0,25.895316804407713,27.548209366391184,6.887052341597796,22.865013774104685,0.5509641873278237,16.2534435261708,51.93370165745856,5.524861878453039,42.5414364640884,Fair
1866,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Red Lake,259.0,5.0,97.7,0.0,0.0,25.4,0.0,0.0,16.1,68.33333333333333,8.333333333333334,40.125,18.55,65.075,15.85,2.35,78.91566265060241,0.6024096385542169,20.481927710843372,58.875739644970416,41.124260355029584,91.82692307692307,0.4807692307692308,6.971153846153847,0.7211538461538461,98.2587064676617,1.7412935323383085,90.37037037037037,8.88888888888889,0.7407407407407408,40.0,45.714285714285715,5.714285714285714,8.571428571428571,0.0,72.31638418079096,27.683615819209038,0.0,19.429590017825312,20.855614973262032,58.110516934046345,0.35650623885918004,0.35650623885918004,0.53475935828877,0.35650623885918004,22.15568862275449,30.83832335329341,8.982035928143713,20.65868263473054,2.694610778443114,14.67065868263473,66.76646706586826,2.3952095808383236,30.83832335329341,Fair
1867,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Red Lake,157.0,0.0,100.0,0.0,0.0,8.9,0.0,9.7,36.2,73.16666666666667,14.333333333333334,40.125,18.55,65.075,15.85,2.35,78.91566265060241,0.6024096385542169,20.481927710843372,58.875739644970416,41.124260355029584,91.82692307692307,0.4807692307692308,6.971153846153847,0.7211538461538461,98.2587064676617,1.7412935323383085,90.37037037037037,8.88888888888889,0.7407407407407408,40.0,45.714285714285715,5.714285714285714,8.571428571428571,0.0,72.31638418079096,27.683615819209038,0.0,19.429590017825312,20.855614973262032,58.110516934046345,0.35650623885918004,0.35650623885918004,0.53475935828877,0.35650623885918004,22.15568862275449,30.83832335329341,8.982035928143713,20.65868263473054,2.694610778443114,14.67065868263473,66.76646706586826,2.3952095808383236,30.83832335329341,Fair
1869,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sioux Lookout,366.0,0.0,100.0,0.0,0.0,12.0,0.0,20.6,18.8,49.333333333333336,30.666666666666668,35.2,21.625,69.225,8.625,2.475,64.22764227642277,0.0,35.77235772357724,50.19455252918288,49.80544747081712,94.9367088607595,0.31645569620253167,4.430379746835443,0.31645569620253167,97.91044776119404,2.0895522388059704,93.41317365269461,5.9880239520958085,0.5988023952095809,11.11111111111111,22.22222222222222,27.77777777777778,38.88888888888889,0.0,51.162790697674424,48.837209302325576,0.0,34.48275862068966,19.458128078817737,45.320197044334975,0.0,0.0,0.7389162561576355,0.0,30.078125,26.953125,6.25,20.703125,1.5625,14.453125,62.99212598425197,4.724409448818897,32.28346456692913,Bad
1871,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Sioux Lookout,510.0,2.5,100.0,0.0,0.0,25.8,0.0,5.2,24.1,58.333333333333336,10.333333333333334,35.2,21.625,69.225,8.625,2.475,64.22764227642277,0.0,35.77235772357724,50.19455252918288,49.80544747081712,94.9367088607595,0.31645569620253167,4.430379746835443,0.31645569620253167,97.91044776119404,2.0895522388059704,93.41317365269461,5.9880239520958085,0.5988023952095809,11.11111111111111,22.22222222222222,27.77777777777778,38.88888888888889,0.0,51.162790697674424,48.837209302325576,0.0,34.48275862068966,19.458128078817737,45.320197044334975,0.0,0.0,0.7389162561576355,0.0,30.078125,26.953125,6.25,20.703125,1.5625,14.453125,62.99212598425197,4.724409448818897,32.28346456692913,Bad
1873,Keewatin-Patricia DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Kenora,342.0,0.0,100.0,0.0,0.0,2.9,0.0,11.1,26.1,54.5,1.8333333333333333,39.15,19.15,67.55,13.275,2.45,88.57142857142857,0.0,11.428571428571429,59.34959349593496,40.65040650406504,92.74725274725274,0.0,7.252747252747254,0.0,97.77777777777777,2.2222222222222223,94.02654867256636,5.9734513274336285,0.0,29.629629629629626,33.33333333333333,0.0,37.03703703703704,0.0,88.06818181818183,11.931818181818182,0.0,18.79194630872483,22.986577181208055,57.71812080536913,0.0,0.5033557046979865,0.0,0.0,17.934782608695652,32.065217391304344,7.880434782608696,25.271739130434785,1.9021739130434785,14.945652173913043,62.05962059620597,7.046070460704606,30.89430894308943,Bad
1874,Kenora CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-6,Kenora,257.0,0.0,100.0,0.0,0.0,44.3,0.0,19.5,27.3,65.16666666666667,-1.0,40.15,20.0,63.574999999999996,16.425,2.45,77.01149425287356,0.0,22.988505747126435,53.672316384180796,46.32768361581921,93.77990430622009,0.0,6.220095693779904,0.0,98.09523809523809,1.9047619047619049,93.85342789598108,6.1465721040189125,0.0,23.076923076923077,30.76923076923077,0.0,46.15384615384615,0.0,75.75757575757575,24.242424242424242,0.0,20.6581352833638,21.755027422303474,57.038391224862885,0.0,0.5484460694698354,0.0,0.0,23.31288343558282,33.74233128834356,6.134969325153374,22.699386503067483,1.5337423312883436,12.576687116564417,58.662613981762924,9.118541033434651,32.21884498480243,Fair
1875,Kenora CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Red Lake,135.0,0.0,99.3,0.0,0.0,33.3,0.0,8.2,36.4,47.833333333333336,-11.5,40.125,18.55,65.075,15.85,2.35,78.91566265060241,0.6024096385542169,20.481927710843372,58.875739644970416,41.124260355029584,91.82692307692307,0.4807692307692308,6.971153846153847,0.7211538461538461,98.2587064676617,1.7412935323383085,90.37037037037037,8.88888888888889,0.7407407407407408,40.0,45.714285714285715,5.714285714285714,8.571428571428571,0.0,72.31638418079096,27.683615819209038,0.0,19.429590017825312,20.855614973262032,58.110516934046345,0.35650623885918004,0.35650623885918004,0.53475935828877,0.35650623885918004,22.15568862275449,30.83832335329341,8.982035928143713,20.65868263473054,2.694610778443114,14.67065868263473,66.76646706586826,2.3952095808383236,30.83832335329341,Bad
1876,Kenora CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-6,Keewatin,162.0,0.0,100.0,0.0,0.0,46.2,0.0,11.9,38.4,68.83333333333333,3.0,44.550000000000004,14.2,65.025,20.45,2.225,81.81818181818183,0.0,18.181818181818183,61.904761904761905,38.095238095238095,93.95604395604396,0.0,6.043956043956044,0.0,98.65591397849462,1.3440860215053763,95.46666666666667,4.533333333333333,0.0,53.333333333333336,46.666666666666664,0.0,0.0,0.0,80.3680981595092,19.631901840490798,0.0,12.82051282051282,21.301775147928996,64.1025641025641,0.0,0.9861932938856016,0.7889546351084813,0.0,13.592233009708737,27.184466019417474,10.032362459546926,27.508090614886733,1.2944983818770228,20.388349514563107,59.4855305466238,3.536977491961415,36.97749196141479,Fair
1877,Kenora CDSB,Cath Dist Sch Brd (E/F),Catholic,Secondary,English,9-12,Kenora,375.0,0.0,100.0,0.0,0.0,17.3,0.0,9.9,30.0,66.66666666666667,-14.666666666666666,40.375,20.325,62.65,17.5,2.5,78.01047120418848,0.0,21.98952879581152,55.714285714285715,44.285714285714285,92.81437125748504,0.0,7.18562874251497,0.0,98.73417721518987,1.2658227848101267,95.17819706498952,4.821802935010482,0.0,36.36363636363637,45.45454545454545,0.0,18.181818181818183,0.0,78.80434782608695,21.195652173913043,0.0,21.04404567699837,23.00163132137031,55.95432300163132,0.0,0.0,0.0,0.0,21.220159151193634,31.29973474801061,7.6923076923076925,23.872679045092838,1.8567639257294428,14.058355437665782,58.994708994709,6.878306878306878,34.12698412698413,Fair
1879,Kenora CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-6,Kenora,299.0,0.0,99.0,0.0,0.0,22.7,0.0,10.8,32.2,64.66666666666667,-6.166666666666667,40.15,20.0,63.574999999999996,16.425,2.45,77.01149425287356,0.0,22.988505747126435,53.672316384180796,46.32768361581921,93.77990430622009,0.0,6.220095693779904,0.0,98.09523809523809,1.9047619047619049,93.85342789598108,6.1465721040189125,0.0,23.076923076923077,30.76923076923077,0.0,46.15384615384615,0.0,75.75757575757575,24.242424242424242,0.0,20.6581352833638,21.755027422303474,57.038391224862885,0.0,0.5484460694698354,0.0,0.0,23.31288343558282,33.74233128834356,6.134969325153374,22.699386503067483,1.5337423312883436,12.576687116564417,58.662613981762924,9.118541033434651,32.21884498480243,Fair
1881,Lakehead DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Thunder Bay,471.0,0.0,99.8,0.0,0.0,3.3,0.0,17.2,33.2,74.83333333333333,7.833333333333333,44.74999999999999,13.9,60.675000000000004,25.125,2.4000000000000004,64.91228070175438,0.0,35.08771929824561,57.98687089715536,42.01312910284464,92.64150943396227,0.0,7.169811320754717,0.18867924528301888,96.83794466403161,3.1620553359683794,88.95463510848126,8.678500986193294,2.366863905325444,4.545454545454546,77.27272727272727,0.0,18.181818181818183,0.0,70.995670995671,29.004329004329005,0.0,9.531502423263328,20.032310177705977,68.65912762520195,0.8077544426494345,0.32310177705977383,0.6462035541195477,0.0,20.454545454545457,28.18181818181818,6.59090909090909,24.772727272727273,2.0454545454545454,17.954545454545453,54.19501133786848,4.081632653061225,41.723356009070294,Fair
1882,Lakehead DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Thunder Bay,298.0,6.0,100.0,0.0,0.0,26.5,0.0,55.9,17.0,43.833333333333336,-12.833333333333334,43.37500000000001,12.575,67.35,20.125,2.2,84.81012658227847,0.0,15.18987341772152,54.39739413680782,45.60260586319218,90.83094555873924,0.0,8.022922636103152,1.146131805157593,97.27520435967303,2.7247956403269753,89.31506849315069,10.136986301369863,0.547945205479452,10.81081081081081,70.27027027027027,0.0,18.91891891891892,0.0,84.71337579617835,15.286624203821656,0.0,7.551487414187644,19.221967963386728,72.76887871853546,0.4576659038901602,0.0,0.0,0.0,14.802631578947366,24.342105263157894,4.605263157894736,22.697368421052634,2.631578947368421,30.92105263157895,62.745098039215684,3.9215686274509802,33.33333333333333,Bad
1883,Lakehead DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Armstrong,124.0,0.0,100.0,0.0,0.0,19.3,0.0,11.8,11.6,22.333333333333332,-4.666666666666667,18.125,11.3,32.975,6.0,1.2999999999999998,97.36842105263158,0.0,2.631578947368421,56.00000000000001,44.0,93.0,0.0,7.000000000000001,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35616438356164,12.32876712328767,49.31506849315068,73.46153846153847,3.076923076923077,23.46153846153846,0.0,0.0,0.0,0.0,55.06329113924051,18.354430379746837,10.759493670886076,12.025316455696203,0.0,3.79746835443038,37.10691823899371,14.465408805031446,48.42767295597484,Bad
1885,Lakehead DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Thunder Bay,158.0,7.6,100.0,0.0,0.0,11.3,0.0,18.3,41.7,67.33333333333333,-4.0,46.60000000000001,12.475,61.599999999999994,26.424999999999997,2.175,70.65868263473054,12.574850299401197,16.766467065868262,53.09446254071661,46.90553745928339,91.42857142857143,0.0,8.571428571428571,0.0,98.01136363636364,1.9886363636363635,91.78470254957507,8.21529745042493,0.0,11.538461538461538,76.92307692307693,0.0,11.538461538461538,0.0,68.29268292682927,31.70731707317073,0.0,7.242990654205607,22.66355140186916,69.1588785046729,0.0,0.46728971962616817,0.46728971962616817,0.0,21.035598705501616,25.5663430420712,7.766990291262135,22.97734627831715,1.6181229773462782,21.035598705501616,52.58064516129032,4.516129032258064,42.90322580645161,Fair
1886,Lakehead DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Thunder Bay,441.0,0.0,100.0,0.0,0.0,7.0,0.0,17.0,32.2,58.333333333333336,1.3333333333333333,42.975,12.95,67.675,18.0,2.125,79.43262411347519,2.8368794326241136,17.73049645390071,54.6875,45.3125,90.57239057239057,0.33670033670033667,9.090909090909092,0.0,99.35275080906149,0.6472491909385114,94.49838187702265,5.501618122977346,0.0,0.0,100.0,0.0,0.0,0.0,82.35294117647058,17.647058823529413,0.0,10.079575596816976,22.546419098143236,67.37400530503979,0.0,0.0,0.0,0.0,20.149253731343283,27.985074626865668,9.701492537313433,25.0,1.4925373134328357,15.671641791044777,58.7360594795539,4.4609665427509295,36.80297397769517,Bad
1887,Lakehead DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Murillo,176.0,0.0,100.0,0.0,0.0,13.0,0.0,5.8,37.1,62.833333333333336,-12.5,41.150000000000006,17.325,68.025,14.875,2.6999999999999997,100.0,0.0,0.0,70.12578616352201,29.874213836477985,94.58762886597938,0.25773195876288657,5.154639175257731,0.0,99.49622166246851,0.5037783375314862,92.4812030075188,7.518796992481203,0.0,6.666666666666667,93.33333333333333,0.0,0.0,0.0,95.0354609929078,4.964539007092199,0.0,8.146639511201629,18.94093686354379,72.91242362525459,0.0,0.0,0.0,0.0,17.027863777089784,22.291021671826623,13.003095975232199,30.030959752321984,2.786377708978328,14.860681114551083,62.96296296296296,4.938271604938271,32.098765432098766,Fair
1888,Lakehead DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Thunder Bay,667.0,6.3,99.9,3.7,3.7,13.1,0.0,27.1,46.9,67.5,5.666666666666667,42.85,12.45,69.35,17.3,2.075,80.8641975308642,0.0,19.1358024691358,53.333333333333336,46.666666666666664,90.43478260869566,0.0,9.27536231884058,0.2898550724637681,97.35294117647058,2.6470588235294117,88.88888888888889,10.526315789473683,0.5847953216374269,0.0,87.87878787878788,0.0,12.121212121212121,0.0,78.75,21.25,0.0,11.421911421911423,18.88111888111888,68.76456876456876,0.4662004662004662,0.4662004662004662,0.0,0.0,19.463087248322147,22.818791946308725,7.718120805369128,24.832214765100673,1.342281879194631,23.825503355704697,59.19732441471572,4.013377926421405,36.78929765886287,Fair
