,Board Name,Board Type,School Type,School Level,School Language,Grade Range,City,Enrolment,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Avg_EQAO,Avg_change_EQAO,Avg_age_aggr,Age_0to14yrs_aggr,Age_15to64yrs_aggr,Age_65+yrs_aggr,Avg_household_size_aggr,Perc_Dwelling_Single-detached house_aggr,Perc_Dwelling_Apartment_aggr,Perc_Dwelling_Otherattached_aggr,Perc_MaritalStatus_Married_aggr,Perc_MaritalStatus_NotMarried_aggr,Perc_KnowledgeofOfficialLanguage_EnglishOnly_aggr,Perc_KnowledgeofOfficialLanguage_FrenchOnly_aggr,Perc_KnowledgeofOfficialLanguage_both_aggr,Perc_KnowledgeofOfficialLanguage_none_aggr,Perc_Canadian citizens_aggr,Perc_NotCanadianCitizens_aggr,Perc_Immigration_Non-immigrants_aggr,Perc_Immigration_Immigrants_aggr,Perc_Immigration_Non-permanent residents_aggr,Perc_Immigration_SelectedPlacesBirth_Americas_aggr,Perc_Immigration_SelectedPlacesBirth_Europe_aggr,Perc_Immigration_SelectedPlacesBirth_Africa_aggr,Perc_Immigration_SelectedPlacesBirth_Asia_aggr,Perc_Immigration_SelectedPlacesBirth_Oceania_Other_aggr,Perc_Housing_Owner_aggr,Perc_Housing_Renter_aggr,Perc_Housing_BandHousing_aggr,Perc_EthnicOrigin_NorthAmericanAboriginal_aggr,Perc_EthnicOrigin_OtherNorthAmerican_aggr,Perc_EthnicOrigin_European_aggr,Perc_EthnicOrigin_Caribbean_aggr,Perc_EthnicOrigin_LatinCentralSouthAmerican_aggr,Perc_EthniOrigin_African_aggr,Perc_EthnicOrigin_Oceania_aggr,Perc_Education_No certificateDiplomaDegree_aggr,Perc_Education_Secondary(high)SchoolDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_ApprenticeshipTradesCertificateDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_CollegeCEGEPOtherNon-universityCertificateDiploma_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_UniversityCertificateDiplomaBelowBachelorLevel_aggr,Perc_Education_PostsecondaryCertificateDiplomaDegree_UniversityCertificateDiplomaDegreeBachelorLevelAbove_aggr,Perc_Labour_InLabourForce_Employed_aggr,Perc_Labour_InLabourForce_Unemployed_aggr,Perc_Labour_NotInLabourForce_aggr,EQAO_Class
39,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Richards Landing,103.0,0.0,100.0,0.0,0.0,14.5,0.0,0.0,48.9,67.16666666666667,-11.0,46.825,13.55,62.50000000000001,23.950000000000003,2.375,98.0392156862745,0.0,1.9607843137254901,73.79807692307693,26.201923076923077,92.67782426778243,0.0,7.112970711297072,0.20920502092050208,98.9010989010989,1.098901098901099,91.8859649122807,8.114035087719298,0.0,21.052631578947366,65.78947368421053,0.0,7.894736842105263,5.263157894736842,95.87628865979381,4.123711340206185,0.0,6.884681583476763,25.645438898450944,66.60929432013769,0.34423407917383825,0.5163511187607573,0.0,0.0,13.750000000000002,26.0,9.75,25.5,3.0,22.0,50.12594458438288,4.534005037783375,45.34005037783375,Fair
40,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Sault Ste. Marie,800.0,3.0,99.6,1.8,1.8,20.5,0.0,15.0,31.0,58.333333333333336,0.6666666666666666,48.175,10.1,61.400000000000006,28.674999999999997,2.125,71.89542483660131,0.0,28.104575163398692,55.673758865248224,44.32624113475177,91.0828025477707,0.0,8.9171974522293,0.0,96.61016949152543,3.389830508474576,91.24579124579124,7.4074074074074066,1.3468013468013467,25.0,60.0,0.0,15.0,0.0,70.06802721088435,29.931972789115648,0.0,5.6000000000000005,26.400000000000002,67.46666666666667,0.0,0.0,0.5333333333333333,0.0,15.0,28.076923076923077,6.538461538461539,25.0,1.5384615384615385,23.846153846153847,49.621212121212125,6.8181818181818175,43.56060606060606,Bad
43,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-8,Sault Ste Marie,266.0,0.0,100.0,0.0,0.0,11.2,0.0,9.9,45.0,82.16666666666667,12.0,49.7,11.725000000000001,58.25,30.275,2.3249999999999997,68.02325581395348,11.627906976744185,20.348837209302324,51.88470066518847,48.11529933481153,90.26128266033254,0.0,9.263657957244655,0.4750593824228029,97.59358288770053,2.406417112299465,89.51612903225806,9.946236559139784,0.5376344086021506,17.5,65.0,0.0,17.5,0.0,73.93939393939394,26.060606060606062,0.0,8.447488584474886,20.54794520547945,70.54794520547945,0.45662100456621,0.0,0.0,0.0,13.564668769716087,27.129337539432175,5.993690851735016,26.813880126182966,0.9463722397476341,25.55205047318612,51.257861635220124,6.289308176100629,42.45283018867924,Excellent
44,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Elementary,English,JK-6,Thessalon,170.0,0.0,100.0,0.0,0.0,15.8,0.0,14.2,27.8,55.333333333333336,-2.3333333333333335,50.300000000000004,12.25,58.7,29.025,2.1750000000000003,86.95652173913044,0.6211180124223602,12.422360248447205,63.49693251533742,36.50306748466258,94.25287356321839,0.0,5.747126436781609,0.0,98.0225988700565,1.977401129943503,97.12643678160919,2.8735632183908044,0.0,36.36363636363637,63.63636363636363,0.0,0.0,0.0,79.375,20.625,0.0,7.366071428571429,31.473214285714285,61.16071428571429,0.0,0.0,0.0,0.0,26.732673267326735,30.363036303630363,10.231023102310232,19.471947194719473,2.31023102310231,10.891089108910892,44.333333333333336,7.000000000000001,48.66666666666667,Bad
45,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Blind River,134.0,0.0,100.0,0.0,0.0,38.0,0.0,18.9,12.9,46.5,6.0,35.724999999999994,9.6,45.9,19.6,1.5499999999999998,72.14285714285714,0.0,27.857142857142858,55.39033457249071,44.60966542750929,66.01307189542483,1.3071895424836601,32.6797385620915,0.0,98.64864864864865,1.3513513513513513,94.23728813559322,5.762711864406779,0.0,28.57142857142857,57.14285714285714,0.0,14.285714285714285,0.0,67.8082191780822,32.19178082191781,0.0,16.83937823834197,31.34715025906736,50.77720207253886,1.0362694300518136,0.0,0.0,0.0,29.47761194029851,25.74626865671642,10.820895522388058,22.761194029850746,0.7462686567164178,10.44776119402985,42.16417910447761,6.7164179104477615,51.11940298507462,Bad
46,Algoma DSB,Pub Dist Sch Brd (E/F),Public,Secondary,English,9-12,Sault Ste Marie,481.0,0.0,100.0,0.0,0.0,34.3,0.0,15.8,25.0,46.0,-10.333333333333334,41.3,17.1,66.75,16.125,2.35,53.73831775700935,0.0,46.26168224299065,56.09137055837563,43.90862944162436,87.5,0.211864406779661,12.076271186440678,0.211864406779661,96.34408602150538,3.655913978494624,93.70932754880694,5.42299349240781,0.8676789587852495,22.22222222222222,44.44444444444444,0.0,33.33333333333333,0.0,56.54205607476636,43.45794392523364,0.0,14.467408585055644,26.550079491255964,58.34658187599364,0.3179650238473768,0.3179650238473768,0.0,0.0,17.84776902887139,27.296587926509186,9.711286089238845,29.92125984251969,1.837270341207349,13.385826771653544,53.76623376623376,5.974025974025974,40.25974025974026,Bad
48,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Kingston,248.0,4.4,99.2,0.0,0.0,24.1,0.0,10.8,42.5,81.33333333333333,3.1666666666666665,39.375,17.275,68.75,13.975000000000001,2.325,29.878048780487802,12.804878048780488,57.3170731707317,50.83056478405316,49.16943521594684,90.22346368715084,0.0,9.217877094972067,0.5586592178770949,99.43019943019942,0.5698005698005698,91.40401146131805,8.595988538681947,0.0,8.823529411764707,52.94117647058824,11.76470588235294,20.588235294117645,5.88235294117647,48.734177215189874,51.26582278481012,0.0,7.423580786026202,35.37117903930131,54.80349344978166,1.0917030567685588,0.43668122270742354,0.8733624454148471,0.0,15.120274914089347,28.865979381443296,5.841924398625429,29.553264604810998,2.7491408934707904,17.869415807560138,60.824742268041234,5.154639175257731,34.02061855670103,Excellent
49,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Kingston,375.0,6.4,99.2,3.2,3.2,5.0,0.0,16.3,44.6,78.33333333333333,-10.666666666666666,33.3,4.95,87.05,8.399999999999999,1.7249999999999999,8.383233532934131,21.55688622754491,70.05988023952095,27.37226277372263,72.62773722627736,81.97879858657244,0.0,18.021201413427562,0.0,84.70149253731343,15.298507462686567,72.4907063197026,15.985130111524162,11.524163568773234,19.047619047619047,21.428571428571427,4.761904761904762,50.0,4.761904761904762,17.5,82.5,0.0,3.272727272727273,23.636363636363637,68.72727272727272,0.0,1.4545454545454546,1.8181818181818181,1.090909090909091,5.038759689922481,28.68217054263566,1.937984496124031,7.751937984496124,1.550387596899225,55.03875968992248,57.874015748031496,9.84251968503937,32.28346456692913,Fair
50,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Belleville,329.0,0.0,100.0,0.0,0.0,14.5,0.0,22.9,29.8,59.0,2.6666666666666665,46.55,12.174999999999999,61.425000000000004,27.9,2.325,69.0909090909091,0.0,30.909090909090907,56.916099773242635,43.08390022675737,94.32485322896281,0.19569471624266144,4.6966731898238745,0.7827788649706457,98.07321772639692,1.9267822736030826,87.5239923224568,11.900191938579654,0.5758157389635317,10.16949152542373,44.06779661016949,0.0,45.76271186440678,0.0,76.92307692307693,23.076923076923077,0.0,5.103668261562999,31.100478468899524,59.96810207336522,1.9138755980861244,1.9138755980861244,0.0,0.0,21.896162528216703,29.79683972911964,4.740406320541761,27.313769751693002,1.1286681715575622,15.124153498871332,49.54337899543379,4.337899543378995,46.118721461187214,Bad
51,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Secondary,English,9-12,Kingston,1047.0,5.1,99.3,1.3,1.3,25.6,0.0,8.5,40.5,72.0,3.0,41.074999999999996,16.625,67.92500000000001,15.850000000000001,2.9749999999999996,97.92746113989638,0.0,2.072538860103627,65.35269709543569,34.64730290456431,88.62068965517241,0.1724137931034483,10.689655172413794,0.5172413793103449,97.29272419627749,2.707275803722504,79.76391231028668,19.392917369308602,0.8431703204047217,11.504424778761061,45.13274336283185,1.7699115044247788,41.5929203539823,0.0,95.93908629441624,4.060913705583756,0.0,2.4963289280469896,28.34067547723935,64.90455212922174,2.0558002936857562,0.5873715124816447,1.6152716593245229,0.0,13.414634146341465,27.84552845528455,4.67479674796748,17.479674796747968,1.0162601626016259,35.56910569105691,62.93279022403259,3.2586558044806515,33.80855397148676,Fair
52,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Kingston,115.0,0.0,100.0,0.0,0.0,16.5,0.0,11.0,31.1,76.5,-5.666666666666667,41.6,18.475,65.15,16.625,2.775,94.5823927765237,0.0,5.417607223476298,68.28543111992072,31.714568880079284,74.36096049573973,0.774593338497289,24.786986831913246,0.0774593338497289,97.86747905559787,2.1325209444021325,89.93135011441647,9.916094584286803,0.15255530129672007,16.923076923076923,43.84615384615385,13.846153846153847,25.384615384615383,0.0,93.94618834080718,6.053811659192825,0.0,3.9465695203400117,32.60473588342441,60.10928961748634,0.3035822707953855,0.7893139040680024,2.0036429872495445,0.24286581663630846,12.197483059051308,23.23330106485963,6.679574056147144,23.23330106485963,1.9361084220716358,32.72023233301064,66.47286821705426,4.457364341085271,29.069767441860467,Fair
53,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Marysville,96.0,0.0,100.0,0.0,0.0,14.5,0.0,11.8,19.8,78.66666666666667,0.0,40.7,16.674999999999997,68.07500000000002,15.15,2.7,95.81151832460732,0.0,4.18848167539267,63.6150234741784,36.38497652582159,98.4375,0.0,1.5625,0.0,100.0,0.0,98.13084112149532,1.8691588785046727,0.0,0.0,100.0,0.0,0.0,0.0,86.22448979591837,13.77551020408163,0.0,38.724035608308604,16.172106824925816,44.510385756676556,0.2967359050445104,0.2967359050445104,0.0,0.0,22.769953051643192,25.352112676056336,9.624413145539906,29.577464788732392,2.112676056338028,10.56338028169014,55.373831775700936,5.373831775700935,39.25233644859813,Fair
54,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Belleville,217.0,0.0,100.0,0.0,0.0,15.2,0.0,26.0,21.2,57.0,25.166666666666668,40.7,16.15,67.05,16.25,2.225,56.287425149700596,0.0,43.712574850299404,50.159744408945684,49.84025559105431,96.49595687331536,0.0,3.234501347708895,0.2695417789757413,98.66666666666667,1.3333333333333335,94.90616621983914,4.021447721179625,1.0723860589812333,14.285714285714285,71.42857142857143,0.0,14.285714285714285,0.0,55.688622754491014,44.31137724550898,0.0,7.006369426751593,32.05944798301486,59.023354564755834,0.42462845010615713,0.6369426751592357,0.8492569002123143,0.0,21.221864951768488,34.726688102893895,6.430868167202572,30.86816720257235,1.929260450160772,4.823151125401929,55.62700964630225,7.717041800643088,36.655948553054664,Bad
55,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Napanee,290.0,0.0,100.0,0.0,0.0,19.3,0.0,18.5,27.9,64.66666666666667,-14.166666666666666,44.6,15.35,62.35,22.375,2.2,69.07894736842105,0.0,30.92105263157895,55.972696245733786,44.027303754266214,93.67469879518072,0.0,6.325301204819277,0.0,100.0,0.0,95.95375722543352,4.046242774566474,0.0,0.0,100.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,6.192660550458716,40.36697247706422,52.752293577981646,0.0,0.6880733944954129,0.0,0.0,23.389830508474578,33.220338983050844,6.440677966101695,24.74576271186441,2.0338983050847457,10.16949152542373,51.71232876712328,3.767123287671233,44.52054794520548,Fair
56,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Kingston,240.0,0.0,100.0,0.0,0.0,14.1,0.0,6.1,42.9,62.5,-20.166666666666668,44.325,15.475,62.175,22.0,2.575,97.74436090225564,0.0,2.2556390977443606,62.45847176079734,37.54152823920266,89.23512747875354,0.0,10.48158640226629,0.28328611898017,95.90163934426229,4.098360655737705,86.72086720867209,12.737127371273713,0.5420054200542005,11.11111111111111,55.55555555555556,0.0,33.33333333333333,0.0,92.14285714285714,7.857142857142857,0.0,7.515657620041753,29.436325678496868,60.33402922755741,1.0438413361169103,0.0,1.6701461377870561,0.0,12.541254125412541,29.7029702970297,4.9504950495049505,26.4026402640264,2.31023102310231,24.09240924092409,54.09836065573771,4.590163934426229,41.31147540983607,Fair
58,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Kingston,383.0,2.6,99.5,0.0,0.0,12.2,0.0,6.2,58.8,78.5,-7.833333333333333,41.074999999999996,16.625,67.925,15.850000000000001,2.975,97.92746113989638,0.0,2.072538860103627,65.35269709543569,34.64730290456431,88.62068965517241,0.1724137931034483,10.689655172413794,0.5172413793103449,97.29272419627749,2.707275803722504,79.76391231028668,19.392917369308602,0.8431703204047217,11.504424778761061,45.13274336283185,1.7699115044247788,41.5929203539823,0.0,95.93908629441624,4.060913705583756,0.0,2.4963289280469896,28.34067547723935,64.90455212922174,2.0558002936857562,0.5873715124816447,1.6152716593245229,0.0,13.414634146341465,27.84552845528455,4.67479674796748,17.479674796747968,1.0162601626016259,35.56910569105691,62.93279022403259,3.2586558044806515,33.80855397148676,Fair
59,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Secondary,English,9-12,Belleville,448.0,8.5,98.4,2.7,2.7,19.8,0.0,16.8,31.4,69.0,5.666666666666667,47.25,8.674999999999999,65.65,25.375,1.725,16.74641148325359,32.535885167464116,50.717703349282296,38.297872340425535,61.702127659574465,91.76136363636364,0.0,7.954545454545454,0.2840909090909091,95.70200573065902,4.297994269340974,88.18443804034582,10.662824207492795,1.1527377521613833,20.588235294117645,58.82352941176471,0.0,20.588235294117645,0.0,26.442307692307693,73.5576923076923,0.0,5.59610705596107,28.710462287104622,63.017031630170315,0.0,1.2165450121654502,0.48661800486618007,0.9732360097323601,22.118380062305295,29.906542056074763,7.165109034267912,24.922118380062305,1.557632398753894,14.330218068535824,51.86335403726709,3.4161490683229814,44.72049689440994,Fair
60,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Belleville,167.0,0.0,99.4,0.0,0.0,25.7,0.0,30.9,22.6,49.666666666666664,-1.6666666666666667,43.0,15.575000000000001,62.6,21.6,2.175,30.859375,22.65625,46.484375,42.857142857142854,57.14285714285714,94.64627151051626,0.0,4.780114722753346,0.5736137667304015,97.96296296296296,2.037037037037037,90.45871559633028,9.174311926605505,0.3669724770642202,4.25531914893617,57.446808510638306,6.382978723404255,31.914893617021278,0.0,32.27091633466135,67.72908366533864,0.0,7.657657657657657,33.033033033033036,56.006006006006004,1.6516516516516515,0.7507507507507507,0.9009009009009009,0.0,33.94919168591224,30.94688221709007,5.311778290993072,20.092378752886837,0.0,9.699769053117784,41.74311926605505,5.275229357798166,52.981651376146786,Bad
61,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Kingston,270.0,0.0,100.0,0.0,0.0,19.6,0.0,10.6,50.8,87.0,12.333333333333334,45.974999999999994,13.65,59.575,26.425,2.375,85.90604026845638,6.7114093959731544,7.38255033557047,62.5,37.5,89.20454545454545,0.0,10.511363636363637,0.2840909090909091,96.57142857142857,3.428571428571429,87.03170028818444,12.968299711815561,0.0,18.75,60.416666666666664,0.0,20.833333333333336,0.0,85.62091503267973,14.37908496732026,0.0,1.3729977116704806,29.290617848970253,66.36155606407323,0.9153318077803204,1.3729977116704806,0.6864988558352403,0.0,12.703583061889251,25.732899022801302,3.908794788273615,25.732899022801302,0.9771986970684038,30.944625407166125,52.27272727272727,4.220779220779221,43.506493506493506,Excellent
62,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Bancroft,176.0,0.0,100.0,0.0,0.0,19.3,0.0,26.4,14.3,69.0,-18.5,52.15,10.9,52.50000000000001,35.975,1.975,64.65116279069767,0.0,35.348837209302324,52.76381909547738,47.23618090452261,94.37939110070258,0.0,5.152224824355972,0.468384074941452,97.66355140186917,2.336448598130841,88.57808857808858,11.421911421911423,0.0,4.3478260869565215,56.52173913043478,0.0,39.130434782608695,0.0,55.660377358490564,44.339622641509436,0.0,6.4453125,33.984375,58.0078125,1.171875,0.0,0.390625,0.0,28.225806451612907,27.688172043010752,11.29032258064516,18.27956989247312,0.5376344086021506,13.978494623655912,41.333333333333336,3.2,55.46666666666666,Fair
63,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Amherstview,494.0,0.0,99.6,0.0,0.0,12.3,0.0,10.3,33.2,62.833333333333336,-3.1666666666666665,41.75,16.974999999999998,63.25,20.1,2.35,60.0,0.0,40.0,58.82352941176471,41.17647058823529,92.04545454545455,0.2840909090909091,7.670454545454546,0.0,100.0,0.0,94.85714285714286,5.142857142857142,0.0,11.11111111111111,88.88888888888889,0.0,0.0,0.0,67.56756756756756,32.432432432432435,0.0,6.696428571428571,36.38392857142857,54.91071428571429,0.0,0.6696428571428571,0.4464285714285714,0.8928571428571428,16.72597864768683,39.14590747330961,6.405693950177936,30.96085409252669,0.7117437722419928,6.049822064056939,61.347517730496456,4.25531914893617,34.39716312056738,Fair
64,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Secondary,English,9-12,Kingston,1018.0,7.9,97.2,2.6,2.6,27.3,0.0,14.7,32.5,80.66666666666667,2.3333333333333335,39.5,11.25,76.925,11.525000000000002,1.875,29.1866028708134,4.30622009569378,66.50717703349282,39.541547277936964,60.458452722063036,90.56122448979592,0.0,8.928571428571429,0.5102040816326531,96.19289340101524,3.807106598984772,91.87817258883248,6.345177664974619,1.7766497461928936,18.181818181818183,40.909090909090914,0.0,40.909090909090914,0.0,33.170731707317074,66.82926829268293,0.0,10.784313725490197,32.94117647058823,54.70588235294118,0.39215686274509803,0.5882352941176471,0.5882352941176471,0.0,23.295454545454543,32.95454545454545,3.6931818181818183,21.306818181818183,1.1363636363636365,17.613636363636363,57.83475783475783,5.982905982905983,36.182336182336186,Excellent
65,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Marmora,157.0,0.0,100.0,0.0,0.0,15.9,0.0,32.0,10.2,66.66666666666667,7.166666666666667,50.125,12.524999999999999,54.275,32.6,2.175,85.06224066390041,0.0,14.937759336099585,59.20502092050209,40.79497907949791,96.94072657743786,0.0,3.0592734225621414,0.0,98.8909426987061,1.1090573012939002,92.5925925925926,7.4074074074074066,0.0,15.384615384615385,69.23076923076923,0.0,15.384615384615385,0.0,77.55102040816327,22.448979591836736,0.0,5.47945205479452,36.68188736681887,57.22983257229832,0.30441400304414,0.30441400304414,0.0,0.0,27.931769722814497,29.850746268656714,15.13859275053305,19.616204690831555,1.4925373134328357,5.970149253731343,37.130801687763714,3.79746835443038,59.07172995780591,Fair
66,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),Catholic,Elementary,English,JK-8,Batawa,141.0,0.0,100.0,0.0,0.0,14.8,0.0,12.4,22.2,59.666666666666664,6.333333333333333,43.075,15.725000000000001,64.575,19.3,2.45,80.89171974522293,0.0,19.10828025477707,64.08668730650155,35.91331269349845,92.48704663212435,0.2590673575129534,7.253886010362693,0.0,97.44245524296676,2.557544757033248,91.28205128205128,8.717948717948717,0.0,11.428571428571429,77.14285714285715,0.0,11.428571428571429,0.0,77.30061349693251,22.699386503067483,0.0,3.118503118503119,35.343035343035346,60.4989604989605,0.4158004158004158,0.0,0.6237006237006237,0.0,19.767441860465116,32.848837209302324,10.174418604651162,26.744186046511626,0.5813953488372093,9.883720930232558,56.63716814159292,3.5398230088495577,39.823008849557525,Bad
